cmcRank,circulatingSupply,price,volume24h,fetched_on
97,1826513156.846052,0.4023761894757097,17800206.21303165,2024 02 17 - 10:23:52 AM
97,1826513156.846052,0.40185144926677924,17803574.28478934,2024 02 17 - 10:25:56 AM
97,1826513156.846052,0.40185144926677924,17803574.28478934,2024 02 17 - 10:27:59 AM
97,1826513156.846052,0.4017360053150833,17807802.0873259,2024 02 17 - 10:30:03 AM
97,1826513156.846052,0.4017360053150833,17807802.0873259,2024 02 17 - 10:32:06 AM
97,1826513156.846052,0.4015904392230616,17799482.19624932,2024 02 17 - 10:34:10 AM
97,1826513156.846052,0.40129456000284824,17800578.61752158,2024 02 17 - 10:36:14 AM
97,1826513156.846052,0.40129456000284824,17800578.61752158,2024 02 17 - 10:38:17 AM
97,1826513156.846052,0.4008661522788089,17784021.85648259,2024 02 17 - 10:40:21 AM
97,1826513156.846052,0.4011407437048721,17779335.40428692,2024 02 17 - 10:42:24 AM
97,1826513156.846052,0.4011407437048721,17779335.40428692,2024 02 17 - 10:44:28 AM
97,1826513156.846052,0.4006337235500775,17755912.39944369,2024 02 17 - 10:46:31 AM
97,1826513156.846052,0.4006337235500775,17755912.39944369,2024 02 17 - 10:48:35 AM
97,1826513156.846052,0.4001050670490817,17733297.04248798,2024 02 17 - 10:50:40 AM
97,1826513156.846052,0.4001050670490817,17733297.04248798,2024 02 17 - 10:52:43 AM
97,1826513156.846052,0.4003078592784513,17727444.21118121,2024 02 17 - 10:54:47 AM
96,1826513156.846052,0.40015829031032857,17708959.2247559,2024 02 17 - 10:56:52 AM
96,1826513156.846052,0.40015829031032857,17708959.2247559,2024 02 17 - 10:58:57 AM
96,1826513156.846052,0.39985733741147994,17617599.70453042,2024 02 17 - 11:01:00 AM
96,1826513156.846052,0.39990577776896863,17524639.47293271,2024 02 17 - 11:03:04 AM
96,1826513156.846052,0.39990577776896863,17524639.47293271,2024 02 17 - 11:05:08 AM
96,1826513156.846052,0.40033438184330133,17508300.74020878,2024 02 17 - 11:07:11 AM
96,1826513156.846052,0.40071777593606095,17499031.81891873,2024 02 17 - 11:08:16 AM
96,1826513156.846052,0.40071777593606095,17499031.81891873,2024 02 17 - 11:10:20 AM
97,1826513156.846052,0.40100872348368977,17482427.32217503,2024 02 17 - 11:12:23 AM
97,1826513156.846052,0.40100872348368977,17482427.32217503,2024 02 17 - 11:14:31 AM
97,1826513156.846052,0.4008889258419008,17466932.10164799,2024 02 17 - 11:16:35 AM
97,1826513156.846052,0.40118642569392327,17464649.01605827,2024 02 17 - 11:18:39 AM
97,1826513156.846052,0.4014570375598655,17466836.52597302,2024 02 17 - 11:20:42 AM
97,1826513156.846052,0.4014570375598655,17466836.52597302,2024 02 17 - 11:22:46 AM
97,1826513156.846052,0.40165841261430096,17457381.85415737,2024 02 17 - 11:24:50 AM
97,1826513156.846052,0.40165841261430096,17457381.85415737,2024 02 17 - 11:26:54 AM
97,1826513156.846052,0.4015882297764694,17430917.1094772,2024 02 17 - 11:28:58 AM
97,1826513156.846052,0.4015576671232967,17325789.09318856,2024 02 17 - 11:31:01 AM
97,1826513156.846052,0.4018566809122543,17309396.4542158,2024 02 17 - 11:33:09 AM
97,1826513156.846052,0.4018566809122543,17309396.4542158,2024 02 17 - 11:35:23 AM
97,1826513156.846052,0.4012711022119751,17296278.72827874,2024 02 17 - 11:37:28 AM
97,1826513156.846052,0.4012711022119751,17296278.72827874,2024 02 17 - 11:39:34 AM
97,1826513156.846052,0.40083249291835177,17280787.3330102,2024 02 17 - 11:41:37 AM
97,1826513156.846052,0.40083249291835177,17280787.3330102,2024 02 17 - 11:43:41 AM
97,1826513156.846052,0.40074586762245995,17232295.55387601,2024 02 17 - 11:45:45 AM
97,1826513156.846052,0.40074586762245995,17232295.55387601,2024 02 17 - 11:47:49 AM
97,1826513156.846052,0.40056335744477856,17163233.20075965,2024 02 17 - 11:49:52 AM
97,1826513156.846052,0.4005949576523229,17117753.08838517,2024 02 17 - 11:51:56 AM
97,1826513156.846052,0.4005865285261523,17068647.05785491,2024 02 17 - 11:54:00 AM
97,1826513156.846052,0.4005865285261523,17068647.05785491,2024 02 17 - 11:56:04 AM
97,1826513156.846052,0.400436456502925,17056096.2702209,2024 02 17 - 11:58:09 AM
97,1826513156.846052,0.400436456502925,17056096.2702209,2024 02 17 - 12:00:13 PM
97,1826513156.846052,0.400235009256888,16947548.42535717,2024 02 17 - 12:02:18 PM
97,1826513156.846052,0.400235009256888,16947548.42535717,2024 02 17 - 12:04:22 PM
97,1826513156.846052,0.4001350938480868,16924591.16433335,2024 02 17 - 12:06:33 PM
97,1826513156.846052,0.40028685957032556,16819365.00821798,2024 02 17 - 12:08:37 PM
97,1826513156.846052,0.40026818520010177,16811644.26763466,2024 02 17 - 12:10:41 PM
97,1826513156.846052,0.40026818520010177,16811644.26763466,2024 02 17 - 12:12:45 PM
97,1826513156.846052,0.40039937052296454,16775484.41460016,2024 02 17 - 12:14:50 PM
97,1826513156.846052,0.40039937052296454,16775484.41460016,2024 02 17 - 12:16:54 PM
97,1826513156.846052,0.4000036639600193,16631728.2364969,2024 02 17 - 12:18:58 PM
97,1826513156.846052,0.4000036639600193,16631728.2364969,2024 02 17 - 12:21:02 PM
97,1826513156.846052,0.40015145043976535,16587568.21671805,2024 02 17 - 12:23:05 PM
97,1826513156.846052,0.4001789054810218,16567115.27538257,2024 02 17 - 12:25:09 PM
97,1826513156.846052,0.4001789054810218,16567115.27538257,2024 02 17 - 12:27:14 PM
