cmcRank,circulatingSupply,price,volume24h,fetched_on
16,458795415.54948646,13.134863786040018,123516503.8880929,2024 02 17 - 10:23:52 AM
16,458795415.54948646,13.142934705825555,123668652.51301931,2024 02 17 - 10:25:56 AM
16,458795415.54948646,13.142934705825555,123668652.51301931,2024 02 17 - 10:27:59 AM
16,458795415.54948646,13.145247810481996,123816018.88873813,2024 02 17 - 10:30:02 AM
16,458795415.54948646,13.145247810481996,123816018.88873813,2024 02 17 - 10:32:06 AM
16,458795415.54948646,13.139141086947308,123619040.37988071,2024 02 17 - 10:34:10 AM
16,458795415.54948646,13.128762634333834,123566224.14341721,2024 02 17 - 10:36:14 AM
16,458795415.54948646,13.128762634333834,123566224.14341721,2024 02 17 - 10:38:17 AM
16,458795415.54948646,13.117913605966892,123569160.02572466,2024 02 17 - 10:40:21 AM
16,458795415.54948646,13.160832983285049,123752836.13671312,2024 02 17 - 10:42:24 AM
16,458795415.54948646,13.160832983285049,123752836.13671312,2024 02 17 - 10:44:28 AM
16,458795415.54948646,13.135158870708011,123886255.71446809,2024 02 17 - 10:46:31 AM
16,458795415.54948646,13.135158870708011,123886255.71446809,2024 02 17 - 10:48:35 AM
16,458795415.54948646,13.124534962637801,123906037.70160213,2024 02 17 - 10:50:40 AM
16,458795415.54948646,13.124534962637801,123906037.70160213,2024 02 17 - 10:52:43 AM
16,458795415.54948646,13.126056470515504,123988445.96489786,2024 02 17 - 10:54:47 AM
16,458795415.54948646,13.131959714548453,124009714.90479296,2024 02 17 - 10:56:52 AM
16,458795415.54948646,13.131959714548453,124009714.90479296,2024 02 17 - 10:58:57 AM
16,458795415.54948646,13.12247996609149,123904367.12605685,2024 02 17 - 11:01:00 AM
16,458795415.54948646,13.129244985959843,123854860.38189799,2024 02 17 - 11:03:04 AM
16,458795415.54948646,13.129244985959843,123854860.38189799,2024 02 17 - 11:05:08 AM
16,458795415.54948646,13.110478262727817,123694608.36516806,2024 02 17 - 11:07:11 AM
16,458795415.54948646,13.09889345997766,123618027.69966464,2024 02 17 - 11:08:16 AM
16,458795415.54948646,13.09889345997766,123618027.69966464,2024 02 17 - 11:10:20 AM
16,458795415.54948646,13.116107641496797,123633116.22767213,2024 02 17 - 11:12:23 AM
16,458795415.54948646,13.116107641496797,123633116.22767213,2024 02 17 - 11:14:31 AM
16,458795415.54948646,13.123928989777887,123543916.87872247,2024 02 17 - 11:16:35 AM
16,458795415.54948646,13.121191661105298,123482822.14530514,2024 02 17 - 11:18:39 AM
16,458795415.54948646,13.122377970754055,123443098.53235114,2024 02 17 - 11:20:42 AM
16,458795415.54948646,13.122377970754055,123443098.53235114,2024 02 17 - 11:22:46 AM
16,458795415.54948646,13.122552064382141,123159892.83971594,2024 02 17 - 11:24:50 AM
16,458795415.54948646,13.122552064382141,123159892.83971594,2024 02 17 - 11:26:54 AM
16,458795415.54948646,13.127889001348631,123107137.5909923,2024 02 17 - 11:28:58 AM
16,458795415.54948646,13.149712464370685,123151844.795984,2024 02 17 - 11:31:01 AM
16,458795415.54948646,13.181578981177509,123295283.25126946,2024 02 17 - 11:33:08 AM
16,458795415.54948646,13.181578981177509,123295283.25126946,2024 02 17 - 11:35:23 AM
16,458795415.54948646,13.163897472257954,123029348.71614663,2024 02 17 - 11:37:28 AM
16,458795415.54948646,13.163897472257954,123029348.71614663,2024 02 17 - 11:39:33 AM
16,458795415.54948646,13.163251298461375,123083518.94154377,2024 02 17 - 11:41:37 AM
16,458795415.54948646,13.163251298461375,123083518.94154377,2024 02 17 - 11:43:41 AM
16,458795439.0867773,13.162672776260754,123047088.9453972,2024 02 17 - 11:45:45 AM
16,458795439.0867773,13.162672776260754,123047088.9453972,2024 02 17 - 11:47:49 AM
16,458795439.0867773,13.174957994576793,123117167.06194614,2024 02 17 - 11:49:52 AM
16,458795439.0867773,13.179826352707263,123089723.79519923,2024 02 17 - 11:51:56 AM
16,458795439.0867773,13.170767762989023,123044694.935325,2024 02 17 - 11:54:00 AM
16,458795439.0867773,13.170767762989023,123044694.935325,2024 02 17 - 11:56:04 AM
16,458795439.0867773,13.158496167098741,122816875.46066365,2024 02 17 - 11:58:09 AM
16,458795439.0867773,13.158496167098741,122816875.46066365,2024 02 17 - 12:00:13 PM
16,458795439.0867773,13.154004792666264,122671181.02675924,2024 02 17 - 12:02:18 PM
16,458795439.0867773,13.154004792666264,122671181.02675924,2024 02 17 - 12:04:22 PM
16,458795439.0867773,13.162728526931723,122741251.73900513,2024 02 17 - 12:06:33 PM
16,458795439.0867773,13.158171643470709,122831204.4925578,2024 02 17 - 12:08:37 PM
16,458795439.0867773,13.165185148411704,122831582.35234916,2024 02 17 - 12:10:41 PM
16,458795439.0867773,13.165185148411704,122831582.35234916,2024 02 17 - 12:12:45 PM
16,458795439.0867773,13.16778307082384,122765078.93526196,2024 02 17 - 12:14:50 PM
16,458795439.0867773,13.16778307082384,122765078.93526196,2024 02 17 - 12:16:54 PM
16,458795439.0867773,13.145736246015037,122609841.7818249,2024 02 17 - 12:18:58 PM
16,458795439.0867773,13.145736246015037,122609841.7818249,2024 02 17 - 12:21:02 PM
16,458795439.0867773,13.162191993105798,122577422.99654986,2024 02 17 - 12:23:05 PM
16,458795439.0867773,13.185575928373408,122606255.91818468,2024 02 17 - 12:25:09 PM
16,458795439.0867773,13.185575928373408,122606255.91818468,2024 02 17 - 12:27:13 PM
16,458795439.0867773,13.194666446419863,122356927.65874812,2024 02 17 - 12:29:18 PM
16,458795439.0867773,13.194666446419863,122356927.65874812,2024 02 17 - 12:31:22 PM
