Last updated time : February 17, 2024 | 08:51:30 PM
id,name,symbol,cmcRank,circulatingSupply,price,volume24h,marketCap,marketCapByTotalSupply
1,Bitcoin,BTC,1,19630406.0,50780.19045021059,20770078090.301876,996835755294.9567,996835755294.9567
1027,Ethereum,ETH,2,120165121.65087406,2735.491019567827,17515445096.531193,328710611141.24146,328710611141.24146
825,Tether USDt,USDT,3,97598187376.17133,1.000374706510354,45508138783.67318,97634758052.37993,99637399499.84766
1839,BNB,BNB,4,149544460.46881846,350.33200157095547,1190197161.8882787,52390210159.88979,52390210159.88979
5426,Solana,SOL,5,440604461.84498996,106.7278764739884,1542874981.8062627,47024778577.68022,60803599893.21209
52,XRP,XRP,6,54558598490.0,0.5427414499721402,1021618574.3318437,29611212852.91042,54267575295.408714
3408,USDC,USDC,7,28112473177.086803,0.9999789213379677,4760405008.262819,28111880603.765812,28111880603.765812
2010,Cardano,ADA,8,35453706894.528,0.5739913294905624,422368948.24219966,20350120355.758846,21024272626.86765
5805,Avalanche,AVAX,9,367512067.60710275,38.65013327070332,461488926.33362854,14204390391.60625,16833871429.900015
1958,TRON,TRX,10,88054954264.16478,0.1357690691209739,449104552.42225087,11955139171.935583,11955140854.265862
74,Dogecoin,DOGE,11,143110596383.70523,0.08250674807000173,374792093.58850986,11807589921.978067,11807589921.978067
1975,Chainlink,LINK,12,587099970.4527867,19.346246309040907,408954513.63330245,11358180636.41025,19346246309.04091
6636,Polkadot,DOT,13,1320593185.3588185,7.387917784773769,200660440.35763142,9756433880.563457,10432227134.381094
3890,Polygon,MATIC,14,9618350383.162851,0.9103413217814972,542484910.0278267,8755981801.16604,9103413217.814972
11419,Toncoin,TON,15,3467006379.5295124,2.1850338278906323,33841319.5333772,7575526220.784613,11149813528.611254
8916,Internet Computer,ICP,16,458795978.1920359,12.830272973906226,109723789.24753757,5886477639.534148,6603270890.326248
5994,Shiba Inu,SHIB,17,589289908670815.4,9.483309598913315e-06,162699515.183382,5588418647.440695,5590736475.720818
4943,Dai,DAI,18,5347888595.7464075,0.9998058075842519,109755815.93493986,5346850076.340848,5346850076.340848
1831,Bitcoin Cash,BCH,19,19644425.0,261.49473980868333,265025434.74090588,5136913804.066194,5136913804.066194
2,Litecoin,LTC,20,74215756.41048765,68.77589648430843,273200326.04837,5104255180.392348,5777175304.681908
7083,Uniswap,UNI,21,598187015.71,7.586219385294666,125299005.59706931,4537977934.610767,7586219385.294666
10603,Immutable,IMX,22,1355429364.3898141,2.9971705858828086,68668571.762206,4062453022.190982,5994341171.765617
3794,Cosmos,ATOM,23,386971880.0,9.969053503135072,129114265.10344434,3857743375.928765,3857743375.928765
3957,UNUS SED LEO,LEO,24,927479953.9,4.128031758772189,2101724.11921892,3828666705.3237658,4067099962.5089593
1321,Ethereum Classic,ETC,25,145599227.9873668,25.645625573404683,202338452.03545028,3733983284.7407928,5403533308.316367
20396,Kaspa,KAS,26,22716783551.96231,0.15783689771439174,138869765.3657155,3585546641.891052,3585546641.891052
4847,Stacks,STX,27,1439522806.409537,2.4432228450491773,268323790.86502725,3517075006.589085,4441779132.299404
21794,Aptos,APT,28,365406748.23710066,9.306021096175048,153245870.47223318,3400482907.7791834,10064605502.432533
11840,Optimism,OP,29,957378568.0,3.496617297719967,172753391.94626895,3347586461.3351717,15017856940.335154
6535,NEAR Protocol,NEAR,30,1040365042.0,3.1782462539687923,136740601.71916524,3306536297.4965854,3742064762.094658
512,Stellar,XLM,31,28449268637.63971,0.11244169923594463,69529127.0064902,3198884107.6360765,5622285899.242373
7226,Injective,INJ,32,93400000.0,34.10094408279353,187506744.88039148,3185028177.332916,3410094408.279353
3077,VeChain,VET,33,72714516834.0,0.04342589088562092,252970094.50811395,3157692673.8339295,3733977015.948024
3897,OKB,OKB,34,60000000.0,51.656413691387385,8778022.59010282,3099384821.483243,15496924107.416216
22861,Celestia,TIA,35,164933938.708819,18.341779207239306,184660109.1730468,3025181887.5774984,18779971850.216175
2280,Filecoin,FIL,36,510821609.0,5.921490705670037,388634838.52020097,3024825409.9489136,11611618916.10901
26081,First Digital USD,FDUSD,37,2843465315.47,0.9996456126763276,3956750752.0078382,2842457627.406895,2842457627.406895
8000,Lido DAO,LDO,38,890925116.3748751,3.113292728776348,64606355.67962808,2773710686.6941204,3113292728.776348
4642,Hedera,HBAR,39,33678813526.993385,0.08200280848151835,53508068.82158736,2761757295.538808,4100140424.0759177
11841,Arbitrum,ARB,40,1275000000.0,1.9280323676067577,272485168.33549273,2458241268.698616,19280323676.067577
27075,Mantle,MNT,41,3226917893.0331407,0.7369163588204557,114356303.02677268,2377968583.946559,4583116286.914937
23149,Sei,SEI,42,2550000000.0,0.9043445710279613,450703452.58650315,2306078656.121301,9043445710.279613
3635,Cronos,CRO,43,25263013692.0,0.08843675514648029,7349283.68076839,2234178956.141583,2676362731.8739843
328,Monero,XMR,44,18398950.29899129,120.56215018116792,55004224.45671745,2218217009.1228323,2218217009.1228323
20947,Sui,SUI,45,1165931966.173846,1.726501152000511,245084740.2572006,2012982882.753366,17265011520.00511
5690,Render,RNDR,46,378146335.68794847,5.159109927646683,145244207.94595933,1950898514.5509102,2739693390.151772
1518,Maker,MKR,47,923270.36123668,2072.248242958284,56143357.24665369,1913245383.8481703,2025894198.582967
4157,THORChain,RUNE,48,340635253.0,5.392496218637063,217084278.9042228,1836874313.7369792,2604679355.1264973
6719,The Graph,GRT,49,9417071479.977814,0.18471703058385827,88389254.43879697,1739493480.5774412,1993893134.4204063
