cmcRank,circulatingSupply,price,volume24h,fetched_on
62,1000000000.0,1.2425502815199891,67102669.01008672,2024 02 20 - 10:51:35 AM
62,1000000000.0,1.2441017103364789,67088525.94360267,2024 02 20 - 10:56:43 AM
62,1000000000.0,1.24710804831186,67147111.26860459,2024 02 20 - 11:01:46 AM
62,1000000000.0,1.2482207521664237,67172103.33928105,2024 02 20 - 11:06:49 AM
62,1000000000.0,1.2486853791441117,67134276.03470372,2024 02 20 - 11:11:52 AM
62,1000000000.0,1.2496766384058662,67092192.24672662,2024 02 20 - 11:16:58 AM
62,1000000000.0,1.2497281711042743,67030610.71425345,2024 02 20 - 11:22:01 AM
62,1000000000.0,1.2472225654409554,66834399.49742031,2024 02 20 - 11:27:04 AM
62,1000000000.0,1.2471548435028212,66779264.23231839,2024 02 20 - 11:32:07 AM
62,1000000000.0,1.246286657319395,66752005.34891097,2024 02 20 - 11:37:10 AM
62,1000000000.0,1.2475693200673992,66778183.16936537,2024 02 20 - 11:42:12 AM
62,1000000000.0,1.2476333872562646,66891630.22369073,2024 02 20 - 11:47:15 AM
62,1000000000.0,1.2467796713104122,66917298.18519627,2024 02 20 - 11:52:18 AM
62,1000000000.0,1.2448929720943986,66930030.81662701,2024 02 20 - 11:57:23 AM
62,1000000000.0,1.244417521998756,66980473.15092384,2024 02 20 - 12:02:25 PM
62,1000000000.0,1.242015178989851,66834724.08584038,2024 02 20 - 12:07:28 PM
62,1000000000.0,1.2413008188278483,66799161.01384074,2024 02 20 - 12:12:30 PM
62,1000000000.0,1.241606993578932,66788545.83460762,2024 02 20 - 12:17:33 PM
62,1000000000.0,1.240827115780381,66781634.17693901,2024 02 20 - 12:22:36 PM
62,1000000000.0,1.2413643593631798,66792812.47889455,2024 02 20 - 12:27:39 PM
62,1000000000.0,1.2400933928933904,66805709.80936208,2024 02 20 - 12:32:41 PM
62,1000000000.0,1.239184160243638,66819879.8432559,2024 02 20 - 12:37:44 PM
62,1000000000.0,1.2393241226795402,66825498.32011279,2024 02 20 - 12:42:47 PM
62,1000000000.0,1.2408577134172756,66818710.50345851,2024 02 20 - 12:47:49 PM
62,1000000000.0,1.240668910907638,66853245.94475247,2024 02 20 - 12:52:53 PM
62,1000000000.0,1.2410079045623765,66850783.64575627,2024 02 20 - 12:57:55 PM
62,1000000000.0,1.242747367617082,66873463.72832127,2024 02 20 - 01:02:58 PM
62,1000000000.0,1.2429168343076946,67045149.44564697,2024 02 20 - 01:08:00 PM
62,1000000000.0,1.2402536120597842,67069561.83844172,2024 02 20 - 01:13:03 PM
62,1000000000.0,1.2432894807669104,67068699.86121105,2024 02 20 - 01:18:06 PM
62,1000000000.0,1.243489705814728,67121193.79586604,2024 02 20 - 01:23:08 PM
62,1000000000.0,1.2395860299038592,66972582.51489925,2024 02 20 - 01:28:12 PM
62,1000000000.0,1.2367541195005587,66861349.9372692,2024 02 20 - 01:33:15 PM
62,1000000000.0,1.2367541195005587,66861349.9372692,2024 02 20 - 01:38:18 PM
62,1000000000.0,1.2261444694593953,68034764.28056584,2024 02 20 - 03:47:54 PM
62,1000000000.0,1.2261444694593953,68034764.28056584,2024 02 20 - 03:48:38 PM
62,1000000000.0,1.2261444694593953,68034764.28056584,2024 02 20 - 03:49:20 PM
62,1000000000.0,1.2275850551758218,68092137.74841869,2024 02 20 - 03:51:40 PM
62,1000000000.0,1.2252303903810453,68135929.37037252,2024 02 20 - 03:56:42 PM
62,1000000000.0,1.2290783949795194,67976894.24581361,2024 02 20 - 04:01:45 PM
62,1000000000.0,1.2326396744495476,68137889.0599566,2024 02 20 - 04:06:48 PM
62,1000000000.0,1.2295091371045646,68251628.85911343,2024 02 20 - 04:11:50 PM
62,1000000000.0,1.2297182388994599,68315131.43832368,2024 02 20 - 04:16:56 PM
62,1000000000.0,1.2299275586748966,68366010.20872746,2024 02 20 - 04:21:58 PM
62,1000000000.0,1.22780798988321,68279600.60307316,2024 02 20 - 04:27:00 PM
62,1000000000.0,1.2263887361354127,68279136.63703972,2024 02 20 - 04:32:03 PM
62,1000000000.0,1.2314190249228152,68276054.2609291,2024 02 20 - 04:37:09 PM
62,1000000000.0,1.2342684668687498,68417785.09512196,2024 02 20 - 04:42:11 PM
62,1000000000.0,1.2317153548091446,68484930.45754859,2024 02 20 - 04:47:16 PM
62,1000000000.0,1.2248549694914825,68549922.05397034,2024 02 20 - 04:52:18 PM
62,1000000000.0,1.2282539041739238,68665510.4656212,2024 02 20 - 04:57:23 PM
62,1000000000.0,1.2282061613196718,68639529.2196538,2024 02 20 - 05:02:26 PM
62,1000000000.0,1.2310604568547114,68562692.22570616,2024 02 20 - 05:07:31 PM
62,1000000000.0,1.2339200069532081,68521240.96469097,2024 02 20 - 05:12:33 PM
62,1000000000.0,1.2317683161343527,68475409.467384,2024 02 20 - 05:17:39 PM
62,1000000000.0,1.2301299286516938,68396772.4104054,2024 02 20 - 05:22:42 PM
62,1000000000.0,1.230678810682622,68392447.89042537,2024 02 20 - 05:27:44 PM
62,1000000000.0,1.2302497081957424,68362891.83652577,2024 02 20 - 05:32:47 PM
62,1000000000.0,1.2290239123256252,68394802.03416814,2024 02 20 - 05:37:52 PM
62,1000000000.0,1.2291455184357998,68303091.25374968,2024 02 20 - 05:42:55 PM
62,1000000000.0,1.2302222224372403,68243955.60946852,2024 02 20 - 05:47:57 PM
62,1000000000.0,1.2269571063048432,68173813.57032558,2024 02 20 - 05:53:00 PM
62,1000000000.0,1.2266536358444782,68197805.51613997,2024 02 20 - 05:58:02 PM
