Last updated time : March 02, 2024 | 09:44:54 AM
id,name,symbol,cmcRank,circulatingSupply,price,volume24h,marketCap,marketCapByTotalSupply
3155,Quant,QNT,64,12072738.0,124.35907680646385,57294984.96189534,1501354552.2063148,1850632688.6609461
5665,Helium,HNT,65,160875441.82421333,9.107025231161238,20133694.96054533,1465096707.7673228,1465096707.7673228
8646,Mina,MINA,66,1061344325.8400393,1.3653134269197733,79554274.52382831,1449067658.6545205,1544971543.0964515
3513,Fantom,FTM,67,2803634835.5265927,0.5128652874789486,135871891.2797394,1437886985.9083407,1628347287.7456617
2586,Synthetix,SNX,68,304921032.7871684,4.624835748513839,88207275.10173379,1410209692.9078567,1517839200.2054834
4066,Chiliz,CHZ,69,8888290621.684032,0.15786150063196766,208997488.1318503,1403118895.592086,1403213338.8105023
6783,Axie Infinity,AXS,70,137727145.7211349,10.176543679595776,143816376.17719075,1401586314.2971818,2747666793.4908595
16086,BitTorrent (New),BTT,71,968246428571000.0,1.407961081065059e-06,122802505.82170162,1363253288.3082075,1393881470.2544084
3773,Fetch.ai,FET,72,831848027.3866875,1.6361574432170174,536521573.6937877,1361034341.6341221,1886485564.3474212
22691,Starknet,STRK,73,728000000.0,1.8306380161208056,224845153.55790186,1332704475.7359464,18306380161.208057
11092,Bitget Token,BGB,74,1400000000.0,0.9237387029559745,25593058.77164092,1293234184.1383643,1847477405.911949
2563,TrueUSD,TUSD,75,1288455467.01,1.000866603890729,109377095.35217047,1289572047.530742,1289572047.530742
18876,ApeCoin,APE,76,604895833.0,2.1271396279260593,143257048.9962757,1286697897.1416438,2127139627.9260592
28683,SATS,1000SATS,77,2100000000000.0,0.0006065365569300392,137198455.13984013,1273726769.5530822,1273726769.5530822
1966,Decentraland,MANA,78,1908319865.391588,0.661962414967813,246318290.20335647,1263236026.6256673,1451802283.9703274
2011,Tezos,XTZ,79,972939332.3005,1.2973503221052858,49049675.59723007,1262243156.1489553,1289205038.0887928
28752,dogwifhat,WIF,80,998920172.89,1.2272017927858958,380191414.4602432,1225876627.020605,1225876627.020605
2087,KuCoin Token,KCS,81,96287258.28902875,12.534455946497799,3885420.92186416,1206908397.2328858,1802295054.6904786
1376,Neo,NEO,82,70538831.0,16.49557218512941,182065265.7600679,1163578378.6151443,1649557218.512941
1765,EOS,EOS,83,1118802068.4741,1.0153140566344439,232727171.49340674,1135935466.7134454,1135935466.7134454
7080,Gala,GALA,84,27799861148.42234,0.04067845462965493,174292696.22585726,1130855390.436805,1213398488.9659808
13502,Worldcoin,WLD,85,142438939.35913563,7.847714495808986,712327443.4490465,1117820129.1763458,78477144958.08986
11156,dYdX (ethDYDX),ETHDYDX,86,295616430.29,3.7613436229022055,134037444.19384524,1111914974.896406,2016245670.8769755
17799,Axelar,AXL,87,584225437.7435421,1.8993300136793205,312876317.17058516,1109636908.661249,2159265608.0108256
2424,SingularityNET,AGIX,88,1276586403.6498213,0.8666155822698394,541879198.007361,1106309669.51675,1198901031.3295288
7431,Akash Network,AKT,89,229303414.012696,4.785863269052072,7617321.49895418,1097414786.591602,1097414786.591602
28177,Pyth Network,PYTH,90,1632569217.505921,0.667262780575857,101490830.4185548,1089352675.555552,6672620611.008262
7653,Oasis Network,ROSE,91,6713599876.0,0.15922635773601676,115377341.43722701,1068982055.5524538,1592263577.3601675
23121,Blur,BLUR,92,1445525624.2865295,0.724444885511648,121816326.53646529,1047203645.3904084,2173334656.534944
1659,Gnosis,GNO,93,2589588.0,401.46818711839734,14754065.07347907,1039637199.7435564,1204404561.355192
7334,Conflux,CFX,94,3750753829.02,0.2761748075128493,41785944.7991009,1035863716.757681,1374177858.6425788
1720,IOTA,IOTA,95,3152954445.0,0.31964970523827874,44657378.04191292,1007840958.9739708,1007840958.9739708
8425,JasmyCoin,JASMY,96,49299999677.16958,0.02038276977451498,431724090.51770586,1004870543.3034104,1019138488.725749
4846,Kava,KAVA,97,1082860683.0,0.9189722964100412,42245162.5335601,995118968.5486556,995118967.6296834
4256,Klaytn,KLAY,98,3494813771.3741527,0.2789551118575754,40423914.02563038,974896166.5150717,1647683782.7584114
7501,WOO,WOO,99,1834677115.6746109,0.5304997626146721,34782931.00842287,973295774.3399523,1183245061.318971
4172,Terra Classic,LUNC,100,5779271529726.387,0.00016109971043544831,170465698.77543488,931038969.9667513,1096328325.4766462
