cmcRank,circulatingSupply,price,volume24h,fetched_on
12,587099970.4527867,19.334070203431814,407975136.36160797,2024 02 17 - 08:56:35 PM
12,587099970.4527867,19.485326430599592,409749239.76633763,2024 02 17 - 09:01:39 PM
12,587099970.4527867,19.680434168397532,415011668.5795799,2024 02 17 - 09:06:43 PM
12,587099970.4527867,19.604646890464725,416331750.12565625,2024 02 17 - 09:11:46 PM
12,587099970.4527867,19.616859238663395,416127313.01131964,2024 02 17 - 09:16:50 PM
12,587099970.4527867,19.61550419731689,416510941.73087806,2024 02 17 - 09:21:53 PM
12,587099970.4527867,19.575389756201936,415681766.46833813,2024 02 17 - 09:26:58 PM
12,587099970.4527867,19.60336527800848,415896232.93806785,2024 02 17 - 09:32:01 PM
12,587099970.4527867,19.619806588675278,411809168.7921483,2024 02 17 - 09:37:06 PM
12,587099970.4527867,19.690501839903206,414753163.75757575,2024 02 17 - 09:42:09 PM
12,587099970.4527867,19.675996138379098,413860472.2967854,2024 02 17 - 09:47:13 PM
